clip_id,dasakam,verse,half,split,audio_path,text_path,text_devanagari,duration_s,sample_rate,channels,bit_depth,model_characters,characters_per_s,issues,decoded_frames,peak_dbfs,rms_dbfs,dc_offset,clipped_fraction,leading_silence_s,trailing_silence_s,silent_window_fraction,stereo_correlation,stereo_difference_dbfs,text_clean,text_model_kannada,slp1,syllables,line_scans_json,model_oov,analysis_issues
nar_048_005_2,48,5,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dasakam 48.5.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dashakam 48.5.2.txt,इतीरितौ तौ भवदीक्षणस्पृहां गतौ व्रजान्ते ककुभौ बभूवतुः ॥,10.35161,44100,2,16,48,4.637,,456506,-6.524,-21.299,-1.82e-05,0.0,0.04,0.1,0.14313,0.999999,-81.13,इतीरितौ तौ भवदीक्षणस्पृहां गतौ व्रजान्ते ककुभौ बभूवतुः ॥,ಇತೀರಿತೌ ತೌ ಭವದೀಕ್ಷಣಸ್ಪೃಹಾಂ ಗತೌ ವ್ರಜಾನ್ತೇ ಕಕುಭೌ ಬಭೂವತುಃ,itIritO tO BavadIkzaRaspfhAM gatO vrajAnte kakuBO baBUvatuH,24,"[{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""},{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""}]",,
nar_048_006_1,48,6,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dasakam 48.6.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dashakam 48.6.1.txt,अतन्द्रमिन्द्रद्रुयुगं तथाविधं समेयुषा मन्थरगामिना त्वया ।,9.796463,44100,2,16,52,5.308,,432024,-6.322,-22.879,-1.24e-05,0.0,0.06,0.18,0.13497,0.999999,-81.145,अतन्द्रमिन्द्रद्रुयुगं तथाविधं समेयुषा मन्थरगामिना त्वया ।,ಅತನ್ದ್ರಮಿನ್ದ್ರದ್ರುಯುಗಂ ತಥಾವಿಧಂ ಸಮೇಯುಷಾ ಮನ್ಥರಗಾಮಿನಾ ತ್ವಯಾ,atandramindradruyugaM taTAviDaM sameyuzA manTaragAminA tvayA,24,"[{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""},{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""}]",,
nar_048_006_2,48,6,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dasakam 48.6.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dashakam 48.6.2.txt,तिरायितोलूखलरोधनिर्धुतौ चिराय जीर्णौ परिपातितौ तरू ॥,9.966281,44100,2,16,46,4.6156,,439513,-5.885,-20.924,-6e-06,0.0,0.04,0.08,0.11847,1.0,-81.106,तिरायितोलूखलरोधनिर्धुतौ चिराय जीर्णौ परिपातितौ तरू ॥,ತಿರಾಯಿತೋಲೂಖಲರೋಧನಿರ್ಧುತೌ ಚಿರಾಯ ಜೀರ್ಣೌ ಪರಿಪಾತಿತೌ ತರೂ,tirAyitolUKalaroDanirDutO cirAya jIrRO paripAtitO tarU,24,"[{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""},{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""}]",,
nar_048_007_1,48,7,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dasakam 48.7.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dashakam 48.7.1.txt,अभाजि शाखिद्वितयं यदा त्वया तदैव तद्गर्भतलान्निरेयुषा ।,9.705034,44100,2,16,48,4.9459,,427992,-6.191,-22.472,-8.7e-06,0.0,0.06,0.08,0.1567,0.999999,-81.089,अभाजि शाखिद्वितयं यदा त्वया तदैव तद्गर्भतलान्निरेयुषा ।,ಅಭಾಜಿ ಶಾಖಿದ್ವಿತಯಂ ಯದಾ ತ್ವಯಾ ತದೈವ ತದ್ಗರ್ಭತಲಾನ್ನಿರೇಯುಷಾ,aBAji SAKidvitayaM yadA tvayA tadEva tadgarBatalAnnireyuzA,24,"[{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""},{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""}]",,
nar_048_007_2,48,7,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dasakam 48.7.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dashakam 48.7.2.txt,महात्विषा यक्षयुगेन तत्क्षणात् अभाजि गोविन्द भवानपि स्तवैः ॥,10.358141,44100,2,16,52,5.0202,,456794,-6.405,-22.344,-2.3e-06,0.0,0.04,0.18,0.15474,0.999999,-81.139,महात्विषा यक्षयुगेन तत्क्षणात् अभाजि गोविन्द भवानपि स्तवैः ॥,ಮಹಾತ್ವಿಷಾ ಯಕ್ಷಯುಗೇನ ತತ್ಕ್ಷಣಾತ್ ಅಭಾಜಿ ಗೋವಿನ್ದ ಭವಾನಪಿ ಸ್ತವೈಃ,mahAtvizA yakzayugena tatkzaRAt aBAji govinda BavAnapi stavEH,24,"[{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""},{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""}]",,
nar_048_008_1,48,8,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dasakam 48.8.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dashakam 48.8.1.txt,इहान्यभक्तोऽपि समेष्यति क्रमात् भवन्तमेतौ खलु रुद्रसेवकौ ।,10.005465,44100,2,16,51,5.0972,,441241,-6.429,-22.656,-1.59e-05,0.0,0.08,0.18,0.156,0.999999,-81.139,इहान्यभक्तोऽपि समेष्यति क्रमात् भवन्तमेतौ खलु रुद्रसेवकौ ।,ಇಹಾನ್ಯಭಕ್ತೋಽಪಿ ಸಮೇಷ್ಯತಿ ಕ್ರಮಾತ್ ಭವನ್ತಮೇತೌ ಖಲು ರುದ್ರಸೇವಕೌ,ihAnyaBaktopi samezyati kramAt BavantametO Kalu rudrasevakO,24,"[{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""},{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""}]",,
nar_048_008_2,48,8,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dasakam 48.8.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dashakam 48.8.2.txt,मुनिप्रसादाद्भवदङ्घ्रिमागतौ गतौ वृणानौ खलु भक्तिमुत्तमाम् ॥,10.116485,44100,2,16,53,5.239,,446137,-6.322,-21.493,-8.6e-06,0.0,0.06,0.14,0.15644,0.999999,-81.116,मुनिप्रसादाद्भवदङ्घ्रिमागतौ गतौ वृणानौ खलु भक्तिमुत्तमाम् ॥,ಮುನಿಪ್ರಸಾದಾದ್ಭವದಙ್ಘ್ರಿಮಾಗತೌ ಗತೌ ವೃಣಾನೌ ಖಲು ಭಕ್ತಿಮುತ್ತಮಾಮ್,muniprasAdAdBavadaNGrimAgatO gatO vfRAnO Kalu BaktimuttamAm,24,"[{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""},{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""}]",,
nar_048_009_1,48,9,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dasakam 48.9.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dashakam 48.9.1.txt,ततस्तरूद्दारण-दारुणारव- प्रकम्पि-सम्पातिनि गोपमण्डले ।,9.15644,44100,2,16,50,5.4606,,403799,-6.413,-21.165,-9.9e-06,0.0,0.02,0.12,0.12691,0.999999,-81.085,ततस्तरूद्दारण-दारुणारव- प्रकम्पि-सम्पातिनि गोपमण्डले ।,ತತಸ್ತರೂದ್ದಾರಣದಾರುಣಾರವ ಪ್ರಕಮ್ಪಿಸಮ್ಪಾತಿನಿ ಗೋಪಮಣ್ಡಲೇ,tatastarUddAraRadAruRArava prakampisampAtini gopamaRqale,24,"[{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""},{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""}]",,
nar_048_009_2,48,9,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dasakam 48.9.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dashakam 48.9.2.txt,विलज्जित-त्वज्जननी-मुखेक्षिणा व्यमोक्षि नन्देन भवान्विमोक्षदः ॥,10.429977,44100,2,16,58,5.5609,,459962,-5.513,-22.352,-6.5e-06,0.0,0.02,0.18,0.15931,0.999999,-81.136,विलज्जित-त्वज्जननी-मुखेक्षिणा व्यमोक्षि नन्देन भवान्विमोक्षदः ॥,ವಿಲಜ್ಜಿತತ್ವಜ್ಜನನೀಮುಖೇಕ್ಷಿಣಾ ವ್ಯಮೋಕ್ಷಿ ನನ್ದೇನ ಭವಾನ್ವಿಮೋಕ್ಷದಃ,vilajjitatvajjananImuKekziRA vyamokzi nandena BavAnvimokzadaH,24,"[{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""},{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""}]",,
nar_048_010_1,48,10,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dasakam 48.10.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dashakam 48.10.1.txt,महीरुहोर्मध्यगतो बतार्भक: हरेः प्रभावादपरिक्षतोऽधुना ।,10.384263,44100,2,16,48,4.6224,,457946,-5.666,-21.054,-4.3e-06,0.0,0.06,0.2,0.158,1.0,-81.162,महीरुहोर्मध्यगतो बतार्भक: हरेः प्रभावादपरिक्षतोऽधुना ।,ಮಹೀರುಹೋರ್ಮಧ್ಯಗತೋ ಬತಾರ್ಭಕಃ ಹರೇಃ ಪ್ರಭಾವಾದಪರಿಕ್ಷತೋಽಧುನಾ,mahIruhormaDyagato batArBakaH hareH praBAvAdaparikzatoDunA,24,"[{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""},{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""}]",,
nar_048_010_2,48,10,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dasakam 48.10.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dashakam 48.10.2.txt,इति ब्रुवाणैर्गमितो गृहं भवान् मरुत्पुराधीश्वर पाहि मां गदात् ॥,11.187574,44100,2,16,54,4.8268,,493372,-5.863,-21.331,-8.1e-06,0.0,0.1,0.14,0.17531,0.999999,-81.158,इति ब्रुवाणैर्गमितो गृहं भवान् मरुत्पुराधीश्वर पाहि मां गदात् ॥,ಇತಿ ಬ್ರುವಾಣೈರ್ಗಮಿತೋ ಗೃಹಂ ಭವಾನ್ ಮರುತ್ಪುರಾಧೀಶ್ವರ ಪಾಹಿ ಮಾಂ ಗದಾತ್,iti bruvARErgamito gfhaM BavAn marutpurADISvara pAhi mAM gadAt,24,"[{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""},{""syllables"":12,""weights"":""LGLGGLLGLGLG"",""meter"":""vaṃśastha(12)""}]",,
nar_049_001_1,49,1,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dasakam 49.1.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dashakam 49.1.1.txt,भवत्प्रभावाविदुरा हि गोपा: तरुप्रपातादिकमत्र गोष्ठे ।,8.828912,44100,2,16,46,5.2102,,389355,-3.863,-21.017,-7.5e-06,0.0,0.06,0.12,0.1746,1.0,-81.129,भवत्प्रभावाविदुरा हि गोपा: तरुप्रपातादिकमत्र गोष्ठे ।,ಭವತ್ಪ್ರಭಾವಾವಿದುರಾ ಹಿ ಗೋಪಾಃ ತರುಪ್ರಪಾತಾದಿಕಮತ್ರ ಗೋಷ್ಠೇ,BavatpraBAvAvidurA hi gopAH taruprapAtAdikamatra gozWe,22,"[{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""},{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""}]",,
nar_049_001_2,49,1,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dasakam 49.1.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dashakam 49.1.2.txt,अहेतुमुत्पातगणं विशङ्क्य प्रयातुमन्यत्र मनो वितेनुः ॥,8.469093,44100,2,16,47,5.5496,,373487,-5.884,-22.404,-1.25e-05,0.0,0.04,0.1,0.1513,0.999999,-81.149,अहेतुमुत्पातगणं विशङ्क्य प्रयातुमन्यत्र मनो वितेनुः ॥,ಅಹೇತುಮುತ್ಪಾತಗಣಂ ವಿಶಙ್ಕ್ಯ ಪ್ರಯಾತುಮನ್ಯತ್ರ ಮನೋ ವಿತೇನುಃ,ahetumutpAtagaRaM viSaNkya prayAtumanyatra mano vitenuH,22,"[{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""},{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""}]",,
nar_049_002_1,49,2,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dasakam 49.2.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dashakam 49.2.1.txt,तत्रोपनन्दाभिध-गोपवर्य: जगौ भवत्प्रेरणयैव नूनम् ।,8.837846,44100,2,16,43,4.8654,,389749,-4.346,-21.967,-1.32e-05,0.0,0.08,0.08,0.13832,0.999999,-81.16,तत्रोपनन्दाभिध-गोपवर्य: जगौ भवत्प्रेरणयैव नूनम् ।,ತತ್ರೋಪನನ್ದಾಭಿಧಗೋಪವರ್ಯಃ ಜಗೌ ಭವತ್ಪ್ರೇರಣಯೈವ ನೂನಮ್,tatropanandABiDagopavaryaH jagO BavatpreraRayEva nUnam,22,"[{""syllables"":11,""weights"":""GGLGGLLGLGG"",""meter"":""indravajrā(11)""},{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""}]",,
nar_049_002_2,49,2,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dasakam 49.2.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dashakam 49.2.2.txt,इतः प्रतीच्यां विपिनं मनोज्ञं वृन्दावनं नाम विराजतीति ॥,8.873515,44100,2,16,47,5.2967,,391322,-5.29,-22.102,-4e-07,0.0,0.02,0.06,0.12867,0.999999,-81.125,इतः प्रतीच्यां विपिनं मनोज्ञं वृन्दावनं नाम विराजतीति ॥,ಇತಃ ಪ್ರತೀಚ್ಯಾಂ ವಿಪಿನಂ ಮನೋಜ್ಞಂ ವೃನ್ದಾವನಂ ನಾಮ ವಿರಾಜತೀತಿ,itaH pratIcyAM vipinaM manojYaM vfndAvanaM nAma virAjatIti,22,"[{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""},{""syllables"":11,""weights"":""GGLGGLLGLGG"",""meter"":""indravajrā(11)""}]",,
nar_049_003_1,49,3,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dasakam 49.3.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dashakam 49.3.1.txt,बृहद्वनं तत्खलु नन्दमुख्या: विधाय गौष्ठीनमथ क्षणेन ।,9.444467,44100,2,16,44,4.6588,,416501,-5.057,-22.19,-2.05e-05,0.0,0.02,0.2,0.20551,0.999999,-81.1,बृहद्वनं तत्खलु नन्दमुख्या: विधाय गौष्ठीनमथ क्षणेन ।,ಬೃಹದ್ವನಂ ತತ್ಖಲು ನನ್ದಮುಖ್ಯಾಃ ವಿಧಾಯ ಗೌಷ್ಠೀನಮಥ ಕ್ಷಣೇನ,bfhadvanaM tatKalu nandamuKyAH viDAya gOzWInamaTa kzaRena,22,"[{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""},{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""}]",,
nar_049_003_2,49,3,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dasakam 49.3.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dashakam 49.3.2.txt,त्वदन्वितत्वज्जननी-निविष्ट- गरिष्ठयानानुगता विचेलुः ॥,8.136054,44100,2,16,49,6.0226,,358800,-6.098,-22.383,-1.34e-05,0.0,0.02,0.12,0.13793,0.999999,-81.131,त्वदन्वितत्वज्जननी-निविष्ट- गरिष्ठयानानुगता विचेलुः ॥,ತ್ವದನ್ವಿತತ್ವಜ್ಜನನೀನಿವಿಷ್ಟ ಗರಿಷ್ಠಯಾನಾನುಗತಾ ವಿಚೇಲುಃ,tvadanvitatvajjananInivizwa garizWayAnAnugatA viceluH,22,"[{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""},{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""}]",,
nar_049_004_1,49,4,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dasakam 49.4.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dashakam 49.4.1.txt,अनोमनोज्ञध्वनि-धेनुपाली- खुरप्रणादान्तरतो वधूभिः ।,8.3561,44100,2,16,46,5.505,,368504,-5.819,-21.21,-3.7e-06,0.0,0.04,0.1,0.1199,0.999999,-81.159,अनोमनोज्ञध्वनि-धेनुपाली- खुरप्रणादान्तरतो वधूभिः ।,ಅನೋಮನೋಜ್ಞಧ್ವನಿಧೇನುಪಾಲೀ ಖುರಪ್ರಣಾದಾನ್ತರತೋ ವಧೂಭಿಃ,anomanojYaDvaniDenupAlI KurapraRAdAntarato vaDUBiH,22,"[{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""},{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""}]",,
nar_049_004_2,49,4,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dasakam 49.4.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dashakam 49.4.2.txt,भवद्विनोदालपिताक्षराणि प्रपीय नाज्ञायत मार्गदैर्घ्यम् ॥,9.111429,44100,2,16,50,5.4876,,401814,-5.467,-22.659,-4.9e-06,0.0,0.04,0.14,0.14725,0.999999,-81.15,भवद्विनोदालपिताक्षराणि प्रपीय नाज्ञायत मार्गदैर्घ्यम् ॥,ಭವದ್ವಿನೋದಾಲಪಿತಾಕ್ಷರಾಣಿ ಪ್ರಪೀಯ ನಾಜ್ಞಾಯತ ಮಾರ್ಗದೈರ್ಘ್ಯಮ್,BavadvinodAlapitAkzarARi prapIya nAjYAyata mArgadErGyam,22,"[{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""},{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""}]",,
nar_049_005_1,49,5,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dasakam 49.5.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dashakam 49.5.1.txt,निरीक्ष्य वृन्दावनमीश नन्दत् प्रसून-कुन्द-प्रमुखद्रुमौघम् ।,8.249048,44100,2,16,54,6.5462,,363783,-4.721,-22.04,-5.5e-06,0.0,0.04,0.1,0.05583,0.999999,-81.168,निरीक्ष्य वृन्दावनमीश नन्दत् प्रसून-कुन्द-प्रमुखद्रुमौघम् ।,ನಿರೀಕ್ಷ್ಯ ವೃನ್ದಾವನಮೀಶ ನನ್ದತ್ ಪ್ರಸೂನಕುನ್ದಪ್ರಮುಖದ್ರುಮೌಘಮ್,nirIkzya vfndAvanamISa nandat prasUnakundapramuKadrumOGam,22,"[{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""},{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""}]",,
nar_049_005_2,49,5,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dasakam 49.5.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dashakam 49.5.2.txt,अमोदथाश्शाद्वल सान्द्रलक्ष्म्या हरिन्मणी-कुट्टिम-पुष्टशोभम् ॥,9.408798,44100,2,16,57,6.0582,,414928,-4.636,-21.933,-7.5e-06,0.0,0.02,0.14,0.16596,0.999999,-81.118,अमोदथाश्शाद्वल सान्द्रलक्ष्म्या हरिन्मणी-कुट्टिम-पुष्टशोभम् ॥,ಅಮೋದಥಾಶ್ಶಾದ್ವಲ ಸಾನ್ದ್ರಲಕ್ಷ್ಮ್ಯಾ ಹರಿನ್ಮಣೀಕುಟ್ಟಿಮಪುಷ್ಟಶೋಭಮ್,amodaTASSAdvala sAndralakzmyA harinmaRIkuwwimapuzwaSoBam,22,"[{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""},{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""}]",,
nar_049_006_1,49,6,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dasakam 49.6.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dashakam 49.6.1.txt,नवाक-निर्व्यूढ-निवासभेदे- ष्वशेष-गोपेषु सुखासितेषु ।,8.320408,44100,2,16,48,5.7689,,366930,-4.185,-21.876,-2.41e-05,0.0,0.02,0.1,0.09375,0.999999,-81.132,नवाक-निर्व्यूढ-निवासभेदे- ष्वशेष-गोपेषु सुखासितेषु ।,ನವಾಕನಿರ್ವ್ಯೂಢನಿವಾಸಭೇದೇ ಷ್ವಶೇಷಗೋಪೇಷು ಸುಖಾಸಿತೇಷು,navAkanirvyUQanivAsaBede zvaSezagopezu suKAsitezu,22,"[{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""},{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""}]",,
nar_049_006_2,49,6,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dasakam 49.6.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dashakam 49.6.2.txt,वनश्रियं गोप-किशोरपाली- विमिश्रितः पर्यगलोकथास्त्वम् ॥,8.623741,44100,2,16,49,5.682,,380307,-6.026,-21.917,-6.7e-06,0.0,0.04,0.22,0.09977,0.999999,-81.155,वनश्रियं गोप-किशोरपाली- विमिश्रितः पर्यगलोकथास्त्वम् ॥,ವನಶ್ರಿಯಂ ಗೋಪಕಿಶೋರಪಾಲೀ ವಿಮಿಶ್ರಿತಃ ಪರ್ಯಗಲೋಕಥಾಸ್ತ್ವಮ್,vanaSriyaM gopakiSorapAlI vimiSritaH paryagalokaTAstvam,22,"[{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""},{""syllables"":11,""weights"":""LGLGGLLGLGG"",""meter"":""upendravajrā(11)""}]",,
